,Date,USDT_Open,USDT_High,USDT_Low,USDT_Close,USDT_Volume
0,2017-11-11 00:00:00+00:00,65.74578857421875,66.86784362792969,64.88626098632812,65.5496597290039,48624214395
1,2017-11-12 00:00:00+00:00,65.97254943847656,72.06108856201172,63.04888153076172,65.55226135253906,95528471685
2,2017-11-13 00:00:00+00:00,66.04176330566406,67.24351501464844,63.79611587524414,65.45191955566406,50242652214
3,2017-11-14 00:00:00+00:00,65.8466796875,66.30872344970703,65.26940155029297,65.7728500366211,28112712154
4,2017-11-15 00:00:00+00:00,65.467529296875,65.96839904785156,65.27631378173828,65.69953155517578,29345529982
5,2017-11-16 00:00:00+00:00,65.42841339111328,66.00100708007812,64.8481216430664,65.63981628417969,42456714343
6,2017-11-17 00:00:00+00:00,65.1003646850586,65.70693969726562,65.0130386352539,65.0130386352539,41567265020
7,2017-11-18 00:00:00+00:00,65.1601791381836,65.6067886352539,64.77206420898438,65.05226135253906,38234721360
8,2017-11-19 00:00:00+00:00,65.16862487792969,65.4969253540039,64.79501342773438,65.16407775878906,31578802010
9,2017-11-20 00:00:00+00:00,65.21997833251953,65.28898620605469,64.86963653564453,65.0997085571289,29266387046
10,2017-11-21 00:00:00+00:00,64.61357116699219,65.80384063720703,64.29177856445312,65.32087707519531,40391242187
11,2017-11-22 00:00:00+00:00,64.87973022460938,65.09557342529297,64.27812194824219,64.70308685302734,32422804440
12,2017-11-23 00:00:00+00:00,64.20840454101562,65.19070434570312,64.09864044189453,64.78294372558594,47504927581
13,2017-11-24 00:00:00+00:00,64.8206787109375,65.13109588623047,63.894222259521484,64.82225799560547,54880770691
14,2017-11-25 00:00:00+00:00,65.01985931396484,65.25656127929688,64.3515625,64.82003784179688,42164061891
15,2017-11-26 00:00:00+00:00,65.23133850097656,65.79655456542969,64.70621490478516,64.94290924072266,41159348771
16,2017-11-27 00:00:00+00:00,64.5556640625,65.86217498779297,64.35167694091797,65.10652160644531,50574613967
