,Date,XRP_Open,XRP_High,XRP_Low,XRP_Close,XRP_Volume
0,2017-11-11 00:00:00+00:00,13.71161937713623,13.973953247070312,13.387707710266113,13.419570922851562,8764216001
1,2017-11-12 00:00:00+00:00,12.858609199523926,13.69754409790039,12.731547355651855,13.69754409790039,16366563521
2,2017-11-13 00:00:00+00:00,13.311210632324219,13.353019714355469,12.866232872009277,12.867276191711426,8673858810
3,2017-11-14 00:00:00+00:00,13.722555160522461,13.981932640075684,13.326717376708984,13.326717376708984,8329409400
4,2017-11-15 00:00:00+00:00,13.897507667541504,13.924280166625977,13.606992721557617,13.664480209350586,6545186440
5,2017-11-16 00:00:00+00:00,14.827816009521484,17.75332260131836,13.649698257446289,13.877864837646484,66764246111
6,2017-11-17 00:00:00+00:00,14.73003101348877,15.563979148864746,14.381624221801758,14.675103187561035,25813586230
7,2017-11-18 00:00:00+00:00,14.863040924072266,14.978239059448242,14.458159446716309,14.727821350097656,9380812980
8,2017-11-19 00:00:00+00:00,15.018349647521973,15.357377052307129,14.69466495513916,14.831380844116211,12599458080
9,2017-11-20 00:00:00+00:00,15.542016983032227,15.846076011657715,15.01191520690918,15.039153099060059,13973488506
10,2017-11-21 00:00:00+00:00,15.13228988647461,15.686202049255371,14.772543907165527,15.491177558898926,14131994889
11,2017-11-22 00:00:00+00:00,15.494783401489258,15.623809814453125,15.070404052734375,15.091485977172852,10838349860
12,2017-11-23 00:00:00+00:00,15.648261070251465,16.144947052001953,15.393911361694336,15.503347396850586,15537419659
13,2017-11-24 00:00:00+00:00,15.820998191833496,15.872922897338867,15.416300773620605,15.677247047424316,13676799620
14,2017-11-25 00:00:00+00:00,16.322256088256836,16.536117553710938,15.752577781677246,15.790990829467773,13748388793
15,2017-11-26 00:00:00+00:00,16.091060638427734,16.35594940185547,16.076250076293945,16.35594940185547,8620316990
16,2017-11-27 00:00:00+00:00,16.371307373046875,16.471036911010742,16.006244659423828,16.057884216308594,12683997803
17,2017-11-28 00:00:00+00:00,19.26538848876953,19.38981056213379,16.338298797607422,16.378400802612305,46415847654
18,2017-11-29 00:00:00+00:00,15.641167640686035,19.182634353637695,15.40596866607666,19.182634353637695,34824803270
19,2017-11-30 00:00:00+00:00,16.17661476135254,16.829069137573242,14.799688339233398,15.857963562011719,17468083876
20,2017-12-01 00:00:00+00:00,16.49514389038086,16.69699478149414,15.43896198272705,16.142696380615234,11804813920
21,2017-12-02 00:00:00+00:00,16.481788635253906,16.72215461730957,16.17626953125,16.492368698120117,7628307500
22,2017-12-03 00:00:00+00:00,16.292516708374023,16.970775604248047,15.959193229675293,16.48423957824707,8690142100
23,2017-12-04 00:00:00+00:00,16.32236671447754,16.447866439819336,15.914137840270996,16.31580352783203,6736320500
24,2017-12-05 00:00:00+00:00,15.836600303649902,16.349206924438477,15.780808448791504,16.32410430908203,11234931365
25,2017-12-06 00:00:00+00:00,15.003739356994629,15.811116218566895,14.693914413452148,15.792519569396973,17712418552
26,2017-12-07 00:00:00+00:00,14.385452270507812,15.082195281982422,14.290817260742188,15.008835792541504,17767234284
27,2017-12-08 00:00:00+00:00,16.254497528076172,17.99112892150879,14.34316635131836,14.437939643859863,42561290903
28,2017-12-09 00:00:00+00:00,15.776325225830078,16.48394775390625,15.477505683898926,16.256885528564453,13234981314
29,2017-12-10 00:00:00+00:00,15.300857543945312,15.83047866821289,14.783228874206543,15.83047866821289,12776277780
30,2017-12-11 00:00:00+00:00,16.196317672729492,16.271255493164062,15.20228385925293,15.251925468444824,11332098835
31,2017-12-12 00:00:00+00:00,24.056039810180664,27.95616912841797,16.149341583251953,16.23280143737793,100144576000
32,2017-12-13 00:00:00+00:00,30.360010147094727,33.10721206665039,22.086881637573242,24.001171112060547,176513077875
33,2017-12-14 00:00:00+00:00,55.59803771972656,57.4084587097168,30.059545516967773,30.333263397216797,409055173057
34,2017-12-15 00:00:00+00:00,48.448516845703125,55.4370231628418,42.851112365722656,55.4370231628418,204653037776
35,2017-12-16 00:00:00+00:00,48.60619354248047,52.27618408203125,47.51860427856445,48.40443420410156,85518716976
36,2017-12-17 00:00:00+00:00,46.666412353515625,49.0764045715332,46.125850677490234,48.31678771972656,51589164000
37,2017-12-18 00:00:00+00:00,49.97372817993164,50.84729766845703,44.16492462158203,46.645267486572266,86202624000
38,2017-12-19 00:00:00+00:00,50.68001174926758,55.38719940185547,48.468170166015625,49.91209411621094,92851364525
39,2017-12-20 00:00:00+00:00,49.74705123901367,50.58561325073242,46.81753921508789,50.418304443359375,64585698251
40,2017-12-21 00:00:00+00:00,76.3677749633789,79.14280700683594,50.16703414916992,50.16703414916992,232107298027
41,2017-12-22 00:00:00+00:00,72.8613052368164,88.28131103515625,47.43594741821289,74.66830444335938,297307257241
42,2017-12-23 00:00:00+00:00,75.16950225830078,77.33048248291016,68.88179779052734,74.63182067871094,95860736924
43,2017-12-24 00:00:00+00:00,66.82323455810547,75.2488784790039,58.32757568359375,75.2488784790039,48324924054
44,2017-12-25 00:00:00+00:00,71.83970642089844,72.23656463623047,64.23786926269531,66.92949676513672,43911757164
45,2017-12-26 00:00:00+00:00,76.17493438720703,76.29149627685547,69.84330749511719,71.80257415771484,60123760343
46,2017-12-27 00:00:00+00:00,89.73091888427734,94.1429672241211,75.71705627441406,75.83744812011719,182986606548
47,2017-12-28 00:00:00+00:00,91.67647552490234,96.15625762939453,80.67945861816406,89.36228942871094,182170237151
48,2017-12-29 00:00:00+00:00,141.35792541503906,144.58453369140625,92.04167938232422,92.23324584960938,481644569903
49,2017-12-30 00:00:00+00:00,137.81024169921875,182.20465087890625,129.9049072265625,140.36216735839844,517558526552
50,2017-12-31 00:00:00+00:00,146.8453826904297,152.6813507080078,119.3812484741211,133.730224609375,296303950060
51,2018-01-01 00:00:00+00:00,152.24884033203125,152.24884033203125,136.83566284179688,146.55496215820312,120615096269
52,2018-01-02 00:00:00+00:00,157.41310119628906,158.08847045898438,143.14256286621094,150.8766326904297,201200587545
53,2018-01-03 00:00:00+00:00,197.1909942626953,208.24063110351562,155.0178680419922,156.34713745117188,421378375935
54,2018-01-04 00:00:00+00:00,202.65036010742188,243.703857421875,197.9510955810547,197.9510955810547,513731527729
55,2018-01-05 00:00:00+00:00,193.07481384277344,225.92051696777344,178.9458770751953,209.25485229492188,398250719185
56,2018-01-06 00:00:00+00:00,195.94113159179688,204.9713592529297,189.35162353515625,191.32308959960938,175902878853
57,2018-01-07 00:00:00+00:00,213.9167022705078,220.84754943847656,195.29832458496094,195.8771514892578,151684854566
58,2018-01-08 00:00:00+00:00,155.89564514160156,213.014892578125,131.1192169189453,213.014892578125,210419546107
59,2018-01-09 00:00:00+00:00,133.809814453125,160.51309204101562,126.09871673583984,155.08641052246094,235223077538
